y_true	y_proba
0	0.38410032
0	0.2762161
0	0.9977133
0	0.0023386402
0	0.36227766
0	0.002335196
0	0.08842374
0	0.010583913
0	0.0046281954
0	0.00068097573
0	0.6468285
0	0.0026172255
0	0.16870323
0	0.032394074
0	0.7820192
0	7.864731e-05
0	0.036836293
0	0.0010939264
0	0.00011547341
0	0.03942417
1	0.013501927
1	0.002004722
1	0.35374695
1	0.001447643
1	0.0012252284
1	0.2119545
1	0.25112057
1	0.99594104
1	0.94960606
1	0.29681185
1	0.16632675
1	0.043999188
1	0.14507602
1	0.0010635857
1	0.9652142
1	0.0766027
1	0.038347904
1	0.80386794
1	0.13617377
1	0.92767346
1	0.0076699494
1	0.16313672
1	0.4955667
1	0.00012718631
1	0.0021228287
1	0.013107546
1	0.017554354
1	0.002168313
1	0.008720725
1	0.083396204
1	0.41813672
1	0.18607682
1	0.051454373
1	0.018841252
1	0.11121576
1	0.012188156
1	0.16999279
1	0.00298509
1	0.011391725
1	0.017549897
1	0.017611673
1	0.58913976
1	0.38216865
1	0.9964366
1	0.98503935
1	0.00069202046
1	0.0012759665
1	0.08702139
1	0.60822344
1	0.9773517
1	0.9930253
1	0.9051218
1	0.9877763
1	0.0629625
1	0.014174432
1	0.08057514
1	0.65193325
1	0.11322949
1	0.99872285
1	0.19301257
1	0.9697862
1	0.17197463
1	0.97822684
1	0.9131741
1	0.53571135
1	0.7693079
1	0.03864719
1	0.003958258
1	0.69792944
1	0.3518802
1	0.0038437087
1	0.019777855
1	0.9778186
1	0.15171282
1	0.68635446
1	0.93044704
1	0.74967724
1	0.87947404
1	0.96159846
1	0.9406458
1	0.382066
1	0.20467739
1	0.6819372
1	0.8722639
1	0.8930449
1	0.00024431897
1	0.9657953
1	0.90811384
1	0.37855986
1	0.98939216
1	0.09957147
1	0.1047038
1	0.72559994
1	0.04464457
1	0.98633635
1	0.6809815
1	0.25309402
1	0.013427913
1	0.002372561
1	0.15711439
1	0.9319551
1	0.99953544
1	0.9095402
1	0.8935238
1	0.51323587
1	0.0012047362
1	0.9636861
1	0.23226617
1	0.60388374
1	0.027090156
1	0.2216762
1	0.18819737
1	0.0032647548
1	0.059995573
1	0.009897302
1	0.065547496
1	0.96860045
1	0.5745252
1	0.99885523
1	0.0020244487
1	0.14588757
1	0.3675393
1	0.41777906
1	0.07163885
1	0.79694927
1	0.7266645
1	0.07619676
