y_true	y_proba
1	0.5674672187480627
1	0.0759338552953018
1	0.7265663235203847
1	0.008564334637325251
1	0.10570296494205865
1	0.004165592315608954
1	0.009737802867589055
1	0.9626447111150069
1	0.2423092265069774
1	0.024749458527502606
1	0.21212928330297
1	0.011730619730108211
1	0.18635637417554723
1	0.03388920283294063
1	0.05694395882226011
1	0.008979701829580734
1	0.006148587043621718
1	0.21246871931482536
1	0.803296366407555
1	0.1365505404985596
1	0.9202457314359872
1	0.06065813887243734
1	0.008326326179173959
1	0.6714628435435963
1	0.07460697966719311
1	0.007599056628084446
1	0.23195159056279765
1	0.059855562722370984
1	0.962363585594718
1	0.0018213079898193843
1	0.43551359290342495
1	0.12964967226771282
1	0.05457016484008
1	0.28807568708371595
1	0.08442542334808956
1	0.8273546417932963
1	0.06242542715893086
1	0.015479016529836546
1	0.021035740180494644
1	0.28911300482123875
1	0.11984379643587086
1	0.18815536295080815
1	0.1552261638329494
1	0.8258675032353296
1	0.5691481787113514
1	0.007586911074535098
1	0.623382547923108
1	0.5989190894918469
1	0.9212060531255253
1	0.004737484536592445
1	0.01854193264960098
1	0.040276699162135506
1	0.7329388385262962
1	0.8361357243862851
1	0.6552288336777977
1	0.011469651285537988
1	0.24108443140188981
1	0.12413567511383687
1	0.15254796347925068
1	0.012860759339133778
1	0.16294852425376177
1	0.03969825509036395
1	0.015197011011912964
1	0.04203981247487859
1	0.9925885269854055
1	0.004350757724443723
1	0.44790583518072324
1	0.0727659112095936
1	0.06034381233195582
1	0.24907107006860885
1	0.8662144424590007
1	0.010973816729590847
1	0.7275199285280735
1	0.8978316752347552
1	0.21345799329835288
1	0.15524600302710256
1	0.6869472073872954
1	0.05047161708658858
1	0.00045824844722452024
1	0.00549266273957469
1	0.8148514576662532
1	0.003538892554634747
1	0.007019565888704181
1	0.5538088389922252
1	0.2031999087170889
1	0.006924047407170958
1	0.048093844207164636
1	0.9432271348495994
1	0.32942579952522055
1	0.060292569749957524
1	0.020120924809125057
1	0.137135900977126
1	0.8317343966746177
1	0.2658835337766143
1	0.6699472475178981
1	0.883804600138401
1	0.9259898778263729
1	0.27644369071158637
1	0.09172273579453287
1	0.04632273529949808
1	0.5709919532500981
1	0.13489450658136215
1	0.9306728652013789
1	0.23187670202382527
1	0.9519158185210315
1	0.34425990971835774
1	0.011860945474785015
1	0.011005776408974762
1	0.7145633993757768
1	0.007001933914623238
1	0.022937145593253713
1	0.8607848660331884
1	0.8803297604085458
1	0.03384083668788368
1	0.08307834372399511
1	0.7543108477260803
1	0.01653193071141538
1	0.009831325709767122
1	0.05332665290829462
1	0.17721235773083452
1	0.0037624972637892505
1	0.06575658278576427
1	0.04934635053921843
1	0.1372953123535463
1	0.0071941863181254895
1	0.5
1	0.735336005735797
1	0.046570070647800436
1	0.02280906720551871
1	0.013028686439473502
1	0.34567174136314516
1	0.005187670092354501
1	0.04048874974430902
1	0.20520173345034645
1	0.5612481046055108
1	0.8658101950039289
1	0.947441079977258
1	0.9524538825337875
1	0.5847713054600421
1	0.7068644563837447
1	0.03955640142702593
1	0.5095103057366764
1	0.27985769222727186
1	0.0015361238034474881
1	0.6365156513653988
1	0.9736665346261336
1	0.9836561211954852
1	0.10506571644711188
1	0.4350150876698756
1	0.9764676344650853
1	0.035153198347102746
1	0.9516905856921971
1	0.9487140461500027
1	0.11271965064090979
1	0.6098370945404531
1	0.8055238600103124
1	0.15316191963100528
1	0.9175970906218579
1	0.9691952895974211
1	0.5785047967617727
1	0.6925034271029274
1	0.039096134827387136
1	0.9308053196240791
1	0.08433084230378747
1	0.9663611008992736
1	0.6507654028029562
1	0.7018332229030414
1	0.9543464118705693
1	0.9689655873422829
1	0.10850567177005867
1	0.46069796562446114
1	0.9476625161392928
1	0.8972909246227326
1	0.9563153369942929
1	0.23451812333814817
1	0.17647962479908905
1	0.9736593388766537
1	0.7838147635641185
1	0.8088444539872615
1	0.7904268157384601
1	0.13676826215046348
1	0.9732585120013476
1	0.8302446180420918
1	0.314729743026917
1	0.8601170223804991
1	0.5942788147335945
1	0.8066009372253304
1	0.9886323830536439
1	0.9235727552497425
1	0.9186598087731667
1	0.9602022378012599
1	0.9607183211400965
1	0.9397206416231648
1	0.04170372779628222
1	0.3891050654328099
1	0.9253726933275939
1	0.09913152011180766
1	0.708266750729836
1	0.9585427812321091
1	0.9690408481139288
1	0.014628520027136856
1	0.04003640730494931
1	0.9037932519182506
1	0.9444270758823169
1	0.9912034583373621
1	0.4335036509048959
1	0.8647450047661892
1	0.010153409111974416
1	0.11226775654724168
1	0.35253842181868156
1	0.9107127154543815
1	0.5122673431356185
1	0.9712649580350958
1	0.11455208793733396
1	0.414953253484483
1	0.008438686131962369
1	0.5657168920385892
1	0.8680659971532828
1	0.7104218726128596
1	0.7724880954950322
1	0.15343897397925946
1	0.2985956471955075
1	0.586011114067225
1	0.9851590159366008
1	0.9349915319187707
1	0.8588533605188935
1	0.5
1	0.9429334923693269
1	0.9138442234615836
1	0.7012712152794084
1	0.8765146272917431
1	0.5144314350262236
1	0.006441090508739249
1	0.22306741441504382
1	0.4817178715684744
1	0.645589326841908
1	0.09281230440137382
1	0.4934033798238894
1	0.047281317150245514
1	0.9448905045686259
1	0.9892818740359386
1	0.9336840133676698
1	0.9196142209363354
1	0.4436161425503183
1	0.9945168298281104
1	0.06113458181598449
1	0.2885255959593593
1	0.7000016439362943
1	0.12705758408634546
1	0.04720267812416923
1	0.016614548036112942
1	0.04356556072094147
1	0.03958669079890427
1	0.9677558278252587
1	0.021131084648520652
1	0.8098422139249418
1	0.6300066897854764
1	0.927048437535197
1	0.9842206214691575
1	0.9301161347638942
1	0.9297775996583212
1	0.9860076693324804
1	0.9969164767360484
1	0.9749037849448473
1	0.9650710526689923
1	0.9287345561176273
1	0.8459913572383693
1	0.4507660232497632
1	0.5700406555782669
1	0.6997096578526993
1	0.02414115420211728
1	0.9885754327838647
1	0.9999900935015862
1	0.9215343792432099
1	0.7822368099169101
1	0.033988082932482566
1	0.5218056346875621
1	0.32941603928341207
1	0.9642015124585765
1	0.9861431772815751
1	0.7456920716810772
1	0.8967973118727696
1	0.9586407212370811
1	0.9895581695303344
1	0.805473934968533
1	0.6194037243100536
0	0.06495334439387665
0	0.04359207749189791
0	0.6607101771320798
0	0.11148344084358768
0	0.25618655790469164
0	0.020075578552338463
0	0.0010475531318793014
0	0.07354157694941822
