y_true	y_proba
1	0.027730453135578436
1	0.3754218744019937
1	0.46188454632063675
1	0.5131247517343063
1	0.8428867435163747
1	0.004642634702218724
1	0.8852724764229692
1	0.31819272033876367
1	0.2365434587140274
1	0.04137860440663142
1	0.39365683303081056
1	0.026923283668697034
1	0.5468219497760118
1	0.8269374419518495
1	0.2301802952665127
1	0.3589218564636597
1	0.8948012881442782
1	0.047331923407333235
1	0.8762393212089025
1	0.0014768281621021524
1	0.7278878578905233
1	0.08421006072936535
1	0.10358869464960875
1	0.47614349346555945
1	0.054875008005357925
1	0.46173052898962774
1	0.08896581204327347
1	0.24672801492135402
1	0.9857367181381269
1	0.8780703946016788
1	0.28778559285786054
1	0.8015783289571887
1	0.9281251899063583
1	0.6367917117132619
1	0.9576520006807233
1	0.997576540216185
1	0.9979663858141221
1	0.9948673283338934
1	0.7960400232654989
1	0.9903261584263956
1	0.9975140060737993
1	0.9526297560472922
1	0.8091498888788398
1	0.89282588375941
1	0.9476266660395365
1	0.9977079699126722
1	0.9988658624651309
1	0.6380343299239075
1	0.7378689005852588
1	0.9858008531716176
1	0.1016225415546302
1	0.949242353701066
1	0.976735512921527
1	0.5213727910722395
1	0.9895772752405184
1	0.9905168320472351
1	0.9089540969892848
1	0.89606522661769
1	0.4728191166322363
1	0.9851243376258344
1	0.9787339884061025
1	0.9954109207759525
1	0.017538531309972082
1	0.015123019705085864
1	0.9412574849590726
1	0.5345418080943809
1	0.23469248758117264
1	0.967134430057617
1	0.039933047885818584
1	0.22399118608857027
1	0.056869387171981235
1	0.3006593836957315
1	0.5927597504517168
1	0.7272445227788846
1	0.24579548327781445
1	0.2650439588393525
1	0.5329310293486037
1	0.6927649508260595
1	0.47763326160602826
1	0.5933681613633155
1	0.03107708306000299
1	0.338402274770146
1	0.6905656583448069
1	0.13021376025283582
1	0.007133258711487178
1	0.12119203536096308
1	0.4067487332087639
1	0.143977030013549
1	0.10140563742378762
1	0.3211035119143404
1	0.4825836436759378
1	0.24625518243011613
1	0.13250032884539337
1	0.026648460982868067
1	0.20110367764406245
1	0.011467733707890277
1	0.1284489463404777
1	0.8260331536613884
1	0.004444433512843585
1	0.4539399668144283
1	0.17892175086977957
1	0.07597535010026053
1	0.03275048750165325
1	0.08729745231463355
1	0.11785676071866809
1	0.03450797073629069
1	0.5398576856668166
1	0.796103525887231
1	0.5803990057625714
1	0.33063507334823833
1	0.3057084891233737
1	0.21254268939900006
1	0.2034281144279989
1	0.19653088662765492
1	0.33399735886292253
1	0.6114093683880519
1	0.7134509757424123
1	0.5936241704416415
1	0.44888214755080336
1	0.5512560751324528
1	0.15630580723774942
1	0.07534979078176744
1	0.30079935879028497
1	0.0443899187055958
1	0.08250885017945718
1	0.6498424843469096
1	0.1896671651952812
1	0.1847198255426466
1	0.7823442091053173
1	0.9980809193217093
1	0.9994318729291748
1	0.9987643657516333
1	0.9976932683385766
1	0.9960810274249846
1	0.9993211444827111
1	0.9743835115535086
1	0.9840905002975405
1	0.9998125680082633
1	0.9986252113879837
1	0.9982668565160897
1	0.9976248013749613
1	0.99719927537937
1	0.9718221030176504
1	0.9963833813159784
1	0.9975726027544638
1	0.9960667055982131
1	0.9962343658675904
1	0.9974801913197465
1	0.9991879168232359
1	0.9862411610930685
1	0.9948687874566491
1	0.9931435395804877
1	0.9822743717050935
1	0.9958541395028045
1	0.9779265557392542
1	0.9990477202723128
1	0.998682676400648
1	0.005358528343724559
1	0.06649502640199896
1	0.8422291087014842
1	0.39519767584772975
1	0.8004124359930916
1	0.2579135201981127
1	0.04287263669077315
1	0.047628365786309766
1	0.08461129200694033
1	0.3601621484090497
1	0.008939728444706545
1	0.7963888793064997
1	0.8823437697542296
1	0.4847360977815843
1	0.5294620091388319
1	0.06282680528191117
1	0.2475592106386755
