y_true	y_proba
1	0.9106395920544534
1	0.3449382076878193
1	0.43207332284046923
1	0.9506757632081431
1	0.9935391386782539
1	0.5296566309406895
1	0.9782859413586203
1	0.9922804318219709
1	0.9840891558271959
1	0.9919375980779205
1	0.18092976948186892
1	0.6871338914425473
1	0.9949070958817369
1	0.12827067140864393
1	0.06885846389109998
1	0.9856460360342585
1	0.9999871165359117
1	0.9841261150048616
1	0.9827397168612714
1	0.8126397817215951
1	0.851587382918489
1	0.9934519792488204
1	0.8414162742524616
1	0.9294834501378633
1	0.2151626414854691
1	0.26084866736504414
1	0.7284721019331657
1	0.05953064684848505
1	0.9227117393653897
1	0.15829705407953187
1	0.09721175364830605
1	0.29527983761161847
1	0.9924936418534762
1	0.3333551779236819
1	0.004339682452626742
1	0.18806915027182036
1	0.04954087525173613
1	0.9603632838348348
1	0.8130687238717234
1	0.707376171678806
1	0.007137631741186555
1	0.02964687368557447
1	0.9527655341600636
1	0.08554300666781053
1	0.009024915636998155
1	0.161378035819723
1	0.5366305359838037
1	0.3781659449497706
1	0.002143420980953092
1	0.8090368627473824
1	0.023504938553439134
1	0.4692607114401267
1	0.31452753078441203
1	0.33459085347910633
1	0.8950672654350923
1	0.013539176402397345
1	0.07116105695247799
1	0.0025585347886697123
1	0.5683619077927768
1	0.0007596519885868223
1	0.9999921517628277
1	0.9952355683897293
1	0.9750290645339387
1	0.02116284475927923
1	0.0014208594051420486
1	0.995361494311708
1	0.0017222845461378226
1	0.08912373078232701
1	0.9883822090793126
1	0.5658446276216542
1	0.9635751449344091
1	0.01385350349566332
0	0.19106548077879845
0	0.005126531350910618
0	0.022995914360044584
0	0.181109775766574
0	0.015031281504314046
0	0.009508172137795102
0	0.8401086052685031
0	0.0008798874394009547
0	0.13237937590947904
0	0.003391620019826276
0	0.02392372089270293
