y_true	y_proba
1	0.7315438154185231
1	0.06889903556023556
1	0.06357736256591132
1	0.026807670775647927
1	0.00588328238871522
0	0.8658735758368673
0	0.03055901569967794
0	0.2932699815723813
0	0.8267623903122405
0	0.6473172541549561
0	0.11604188303058698
0	0.46421929656189176
0	0.8199691273019097
0	0.9791092781271793
0	0.8117822036399966
0	0.8777828984333553
0	0.22461687411287504
1	0.9246914671036507
1	0.7201993697852616
1	0.8726716770705816
1	0.22937717367281962
1	0.9596887485193559
1	0.27980689005034026
1	0.42707188426949083
