y_true	y_proba
0	0.0038650173
0	0.0030021484
0	0.0025297885
0	0.0030021484
0	0.0025297885
0	0.0030021484
0	0.0030021484
0	0.0030021484
0	0.0038650173
0	0.0025297885
0	0.0030021484
0	0.0038650173
0	0.0038650173
0	0.0030021484
0	0.0038650173
0	0.0030021484
0	0.0038650173
0	0.0038650173
0	0.0038650173
0	0.0038650173
0	0.0030021484
0	0.0038650173
0	0.004954961
0	0.0030021484
0	0.0038650173
0	0.0038650173
1	0.9970156
1	0.9970156
1	0.9976897
1	0.9970156
1	0.9970156
1	0.9976897
1	0.9976897
1	0.9970156
1	0.9970156
1	0.98272866
1	0.9976897
1	0.9976897
1	0.78543115
1	0.996409
1	0.9976897
1	0.9970156
1	0.99202955
1	0.996409
1	0.9972198
0	0.0038650173
0	0.03552549
0	0.0038650173
0	0.0038650173
0	0.0030021484
0	0.0030021484
0	0.0025297885
0	0.0025297885
0	0.0030021484
0	0.0032444198
0	0.0025297885
0	0.0030021484
0	0.0032444198
0	0.0025297885
1	0.9976897
1	0.9970156
1	0.0032444198
1	0.996409
1	0.018176455
1	0.9972198
1	0.996409
1	0.9970156
1	0.9972198
1	0.996409
1	0.996409
1	0.9976897
1	0.9972198
1	0.996409
1	0.9970156
1	0.20595533
1	0.9972198
1	0.93087137
1	0.9970156
1	0.9972198
1	0.9501339
1	0.996409
1	0.2834616
1	0.99202955
1	0.9976897
1	0.996409
1	0.9501339
1	0.9368935
1	0.14284723
1	0.9972198
1	0.9976897
1	0.8576497
